Region,BeginDate,Income ($)
Jamaica,1970,6500
World,1730-2010,11600
Chile,1970,9300
Georgia,1970,17200
World,1730-2010,9000
Somalia,1960,3100
Oman,1950,9000
Switzerland,1970,12400
Guam,1970,9300
Tonga,1890,17200
Cook Islands,1960,12400
World,1730-2010,9300
Romania,1970,34400
Afghanistan,1960,5400
Nicaragua,1960,6500
Ecuador,1970,12400
Jersey,1970,9000
Tuvalu,1960,6500
Greece,1960,9000
Namibia,1960,20900
World,1730-2010,17200
Angola,1970,9300
Saint Pierre and Miquelon,1960,24100
Sweden,1950,9000
San Marino,1970,12400
Indonesia,1960,20900
Madagascar,1970,9000
Latvia,1960,24100
Vanuatu,1950,25800
Angola,1970,22200
Austria,1950,9300
India,1970,24100
Guinea-Bissau,1970,17200
South Sudan,1970,22200
Anguilla,1970,5400
World,1730-2010,9300
Myanmar,1970,22200
Tanzania,1960,20900
Falkland Islands,1970,9300
Barbados,1970,11600
Thailand,1960,9300
Sri Lanka,1970,34700
Pitcairn Island,1890,9000
World,1730-2010,11600
Saint Lucia,1930,34400
Uzbekistan,1960,22200
World,1730-2010,3100
Guadeloupe,1970,5400
Micronesia,1970,17200
World,1730-2010,17200
Comoros,1970,11600
World,1730-2010,9300
Tuvalu,1960,12400
Honduras,1970,20900
World,1730-2010,22200
Haiti,1960,9300
Cayman Islands,1960,12400
Belarus,1960,22200
Madagascar,1950,12400
Morocco,1970,17200
World,1730-2010,9300
World,1730-2010,9300
Saint-Martin (French part),1970,9300
Burundi,1970,9000
Cocos (Keeling) Islands,1970,9300
Mayotte,1950,12400
Iceland,1920,3100
Cameroon,1970,22200
Canada,1970,9300
Argentina,1950,6500
Zimbabwe,1970,9000
France,1970,20900
Estonia,1960,20900
Antigua And Barbuda,1960,9300
Jordan,1940,5400
Saint-Barthelemy,1930,9300
Northern Mariana Islands,1970,43100
Liechtenstein,1960,20900
Israel,1930,9000
Rwanda,1970,12400
Guernsey and Alderney,1930,12400
Lithuania,1970,9300
Macedonia,1970,9300
Vatican City State (Holy See),1970,11600
Liberia,1970,9000
Malta,1970,9000
Uganda,1970,11600
World,1730-2010,3100
Saint Pierre and Miquelon,1970,25800
Chile,1970,9300
Belgium,1960,12400
World,1730-2010,9300
World,1730-2010,9300
Andorra,1940,22200
Botswana,1950,9300
Benin,1970,12400
Georgia,1960,12400
Spain,1960,9300
Faroe Islands,1960,9000
Colombia,1960,11600
Northern Mariana Islands,1970,34400
Mexico,1970,9300
Poland,1970,6500
Cocos (Keeling) Islands,1970,20900
Kosovo,1960,11600
Saint-Martin (French part),1970,9000
World,1730-2010,25800
World,1730-2010,3100
Hungary,1950,11600
Mauritania,1970,9300
Gibraltar,1970,5400
Congo,1970,17200
Estonia,1970,9000
Tanzania,1940,5400
United Kingdom,1960,9000
Croatia (Hrvatska),1950,9000
Reunion,1960,17200
World,1730-2010,6500
Yemen,1930,6500
Guam,1960,6500
World,1730-2010,9000
Armenia,1950,6500
World,1730-2010,20900
French Polynesia,1970,22200
Malaysia,1970,5400
Azerbaijan,1970,3100
Sweden,1960,22200
World,1730-2010,9300
Martinique,1960,17200
Uzbekistan,1970,11600
Christmas Island,1940,17200
United States,1950,20900
Equatorial Guinea,1950,9300
Nicaragua,1970,9000
Montserrat,1950,25800
Costa Rica,1970,11600
Albania,1960,6500
Myanmar,1950,9300
Portugal,1970,6500
Russia,1970,12400
Sweden,1960,9300
Martinique,1960,42800
World,1730-2010,9300
World,1730-2010,20900
Mexico,1920,12400
Botswana,1960,9300
Austria,1970,6500
World,1730-2010,38600
Italy,1970,5400
Congo,1960,11600
Zimbabwe,1960,9000
Japan,1950,11600
Western Sahara,1980,17200
Aland Islands,1970,9300
World,1730-2010,17200
Syria,1950,9000
Bolivia,1970,20900
Bulgaria,1970,6500
Georgia,1970,3100
Latvia,1960,6500
World,1730-2010,24100
Benin,1960,20900
Western Sahara,1940,5400
Guadeloupe,1970,5400
Mozambique,1970,12400
Niger,1960,11600
Montserrat,1970,9000
Namibia,1960,6500
Kosovo,1970,9000
World,1730-2010,42800
Monaco,1960,11600
Slovakia,1970,22200
Bangladesh,1940,9300
Tanzania,1960,20900
Greece,1960,9300
Guinea-Bissau,1960,42800
Greece,1970,9300
Cote D'Ivoire (Ivory Coast),1950,9300
Lithuania,1970,34700
British Indian Ocean Territory,1960,11600
World,1730-2010,20900
Australia,1960,24100
American Samoa,1960,24100
World,1730-2010,17200
Libya,1930,22200
Australia,1960,17200
Liberia,1970,24100
Slovakia,1970,34400
Honduras,1970,22200
Liberia,1940,11600
American Samoa,1960,45500
Central African Republic,1970,9000
Falkland Islands,1960,3100
Finland,1970,9000
Italy,1960,11600
Turkmenistan,1950,25800
Mongolia,1960,24100
Mayotte,1970,20900
Portugal,1940,6500
World,1730-2010,9300
Belgium,1960,17200
Colombia,1950,17200
Sudan,1960,9300
Cambodia,1970,9300
Ecuador,1970,24100
Lebanon,1970,11600
Israel,1960,17200
Niue,1970,11600
Japan,1960,9300
Kuwait,1970,5400
World,1730-2010,9000
Serbia,1970,11600
Costa Rica,1960,11600
Poland,1970,25800
Macedonia,1970,12400
Martinique,1970,9300
Austria,1970,9000
Morocco,1970,34400
Bahrain,1970,9300
Trinidad And Tobago,1970,9300
Jersey,1960,9000
Western Sahara,1960,17200
Sint Maarten (Dutch part),1970,3100
Dominican Republic,1950,11600
Hungary,1950,20900
World,1730-2010,6500
World,1730-2010,11600
Guinea,1970,9300
Bhutan,1970,24100
Singapore,1960,9000
Nicaragua,1960,39500
Cayman Islands,1970,20900
Reunion,1970,3100
Aruba,1960,9300
Tuvalu,1960,17200
Belize,1960,34700
Reunion,1960,9300
Romania,1950,17200
East Timor,1960,11600
World,1730-2010,24100
Mauritius,1920,6500
Panama,1970,9000
Russia,1960,6500
World,1730-2010,5400
Senegal,1960,39500
Cameroon,1960,9000
Cook Islands,1920,9000
Rwanda,1970,22200
Liechtenstein,1960,17200
East Timor,1960,12400
Ghana,1960,34700
Ghana,1970,9300
Congo,1970,9300
British Indian Ocean Territory,1970,9300
Australia,1950,22200
Philippines,1960,9300
India,1970,5400
Singapore,1960,22200
Ghana,1970,11600
World,1730-2010,5400
Turkmenistan,1970,9000
Hungary,1970,9300
Ethiopia,1920,9000
Saint Helena,1970,5400
Australia,1960,22200
Kosovo,1960,20900
Russia,1960,9000
Bahrain,1970,9000
World,1730-2010,9000
Tajikistan,1970,20900
Kiribati,1960,9300
Rwanda,1970,20900
French Polynesia,1940,9300
Germany,1960,22200
Curaçao,1960,9000
Oman,1960,43100
Uganda,1950,25800
World,1730-2010,20900
Guatemala,1960,6500
Tanzania,1970,11600
Liberia,1960,17200
India,1960,12400
El Salvador,1970,25800
World,1730-2010,39500
Colombia,1960,22200
Dominican Republic,1950,17200
Saint Helena,1960,9300
Panama,1960,5400
Benin,1950,9000
Korea North,1960,9300
Cambodia,1960,38600
Japan,1960,43100
Saint Pierre and Miquelon,1950,12400
World,1730-2010,11600
Kenya,1960,38600
Kosovo,1960,17200
Israel,1960,34400
Colombia,1960,9300
World,1730-2010,9300
World,1730-2010,6500
Jamaica,1970,20900
Italy,1920,9000
Barbados,1970,9300
Zimbabwe,1970,9300
Christmas Island,1970,9300
China,1960,12400
Equatorial Guinea,1970,24100
World,1730-2010,9000
Gabon,1950,9000
World,1730-2010,11600
World,1730-2010,6500
Turkey,1960,17200
Russia,1970,22200
Aland Islands,1960,9000
World,1730-2010,17200
New Zealand,1970,9300
United Kingdom,1960,25800
Qatar,1960,22200
Slovakia,1970,34400
Aruba,1970,9300
Fiji Islands,1970,9000
World,1730-2010,6500
World,1730-2010,3100
Namibia,1970,11600
Saint Kitts And Nevis,1890,11600
World,1730-2010,22200
Iran,1930,5400
World,1730-2010,22200
Venezuela,2000,9300
Botswana,1920,12400
World,1730-2010,25800
World,1730-2010,12400
Barbados,1970,6500
Congo The Democratic Republic Of The,1970,9300
"Bonaire, Sint Eustatius and Saba",1970,9300
Anguilla,1950,5400
Bhutan,1960,20900
Guam,1960,17200
Mali,1960,9300
Myanmar,1940,9300
Albania,1960,17200
Burundi,1940,9000
Dominica,1970,9300
French Guiana,1950,25800
Poland,1960,11600
Palestinian Territory Occupied,1950,5400
Bhutan,1970,9000
World,1730-2010,12400
World,1730-2010,9000
Azerbaijan,1970,9000
Tunisia,1940,9000
Botswana,1950,6500
Sri Lanka,1960,9000
Brunei,1970,9300
Dominica,1970,6500
United Arab Emirates,1940,9300
Equatorial Guinea,1950,9300
Bahrain,1960,11600
Venezuela,1950,6500
Austria,1960,9300
Dominica,1920,12400
Mozambique,1970,5400
Panama,1970,9000
Venezuela,1950,9300
Antigua And Barbuda,1890,6500
Samoa,1930,17200
Equatorial Guinea,1900,11600
Martinique,1940,11600
World,1730-2010,11600
Anguilla,1950,6500
World,1730-2010,9300
World,1730-2010,12400
Niger,1840,9300
World,1730-2010,12400
Saint-Barthelemy,1950,9300
Trinidad And Tobago,1900,17200
Saint Helena,1950,6500
Morocco,1950,9000
Guatemala,1950,20900
Fiji Islands,1940,9300
Monaco,1950,5400
Bolivia,1960,9000
Lesotho,1950,9300
World,1730-2010,9300
Papua new Guinea,1860,9300
Hungary,1970,17200
Dominica,1960,9300
World,1730-2010,24100
Greece,1960,25800
Costa Rica,1960,9000
World,1730-2010,22200
New Zealand,1960,17200
Ghana,1970,9300
Tunisia,1960,9300
Botswana,1970,5400
Spain,1950,9000
World,1730-2010,20900
Tajikistan,1930,17200
Kazakhstan,1940,34400
Anguilla,1950,9300
Bahamas The,1960,20900
Nigeria,1960,9300
Cape Verde,1950,9300
Japan,1930,42800
Bosnia and Herzegovina,1920,9300
Moldova,1960,9000
Tunisia,1920,20900
World,1730-2010,17200
Israel,1960,6500
Virgin Islands (British),1960,9300
Uganda,1970,24100
World,1730-2010,12400
Cuba,1950,9300
South Africa,1970,11600
Djibouti,1970,12400
World,1730-2010,17200
Togo,1950,12400
Andorra,1950,25800
Mongolia,1970,12400
Saint Pierre and Miquelon,1950,5400
Liberia,1970,9300
Macau S.A.R.,1950,25800
World,1730-2010,9000
Myanmar,1970,22200
Burkina Faso,1890,42800
Austria,1940,17200
Maldives,1940,11600
Bolivia,1940,22200
Dominican Republic,1940,9300
Sweden,1960,9300
World,1730-2010,20900
Slovenia,1950,11600
Tajikistan,1940,9300
World,1730-2010,12400
Morocco,1890,22200
Sweden,1970,22200
World,1730-2010,9300
World,1730-2010,17200
Vatican City State (Holy See),1960,17200
Brunei,1960,20900
Kazakhstan,1960,20900
World,1730-2010,9300
Brazil,1970,17200
Dominican Republic,1960,3100
French Polynesia,1970,34400
World,1730-2010,9300
Liberia,1970,6500
Trinidad And Tobago,1950,24100
Anguilla,1960,25800
Sri Lanka,1960,25800
Uganda,1970,5400
Somalia,1970,45500
Colombia,1970,24100
World,1730-2010,3100
World,1730-2010,6500
Switzerland,1940,17200
Saint Vincent And The Grenadines,1970,11600
Virgin Islands (US),1960,20900
Guatemala,1950,9300
Panama,1960,25800
World,1730-2010,17200
Mexico,1930,6500
Malta,1940,17200
Monaco,1950,12400
Bahamas The,1940,38600
Morocco,1960,9300
World,1730-2010,9300
United Arab Emirates,1950,9300
World,1730-2010,5400
Pitcairn Island,1960,5400
Djibouti,1950,9300
Colombia,1970,42800
World,1730-2010,20900
Qatar,1950,9300
Paraguay,1950,20900
Brunei,1970,25800
World,1730-2010,11600
World,1730-2010,22200
Morocco,1850,17200
Western Sahara,1940,42800
World,1730-2010,17200
World,1730-2010,3100
Qatar,1960,9000
World,1730-2010,20900
Vatican City State (Holy See),1970,11600
Mali,1930,22200
Algeria,1960,5400
Haiti,1970,12400
Madagascar,1970,25800
Aland Islands,1970,11600
World,1730-2010,5400
Cape Verde,1960,22200
World,1730-2010,9300
Poland,2010,20900
Nauru,1950,24100
World,1730-2010,9300
Gambia The,1960,25800
Chad,1950,12400
Grenada,1920,5400
Mali,1890,11600
Germany,1940,9300
Greenland,1910,6500
Northern Mariana Islands,1960,6500
World,1730-2010,22200
Virgin Islands (British),1950,9000
Guinea,1970,34400
World,1730-2010,17200
World,1730-2010,12400
Greenland,1930,20900
Guadeloupe,1950,11600
World,1730-2010,38600
World,1730-2010,20900
Egypt,1960,5400
Cook Islands,1970,11600
World,1730-2010,17200
Cote D'Ivoire (Ivory Coast),1960,9300
Kosovo,1960,9000
Cyprus,1910,5400
Uganda,1960,20900
Kyrgyzstan,1960,9300
Iceland,1920,9000
Portugal,1960,22200
American Samoa,1970,9300
Armenia,1940,22200
Vietnam,1960,9300
Australia,1930,6500
World,1730-2010,34400
Guatemala,1960,17200
World,1730-2010,12400
World,1730-2010,20900
Puerto Rico,1960,9000
World,1730-2010,20900
Algeria,1950,5400
Dominican Republic,1960,5400
Bhutan,1980,20900
British Indian Ocean Territory,1970,25800
World,1730-2010,24100
Puerto Rico,1980,17200
Denmark,1930,5400
Singapore,1960,12400
Bermuda,1960,25800
Samoa,1960,22200
Sudan,1970,9300
New Zealand,1960,24100
Saint-Martin (French part),1930,11600
World,1730-2010,9000
Mauritania,1950,12400
Sudan,1960,12400
Svalbard And Jan Mayen Islands,1890,5400
World,1730-2010,42800
World,1730-2010,12400
Afghanistan,1920,9300
Nicaragua,1940,9000
Slovakia,1930,9300
World,1730-2010,22200
Bhutan,1970,43100
Cameroon,1960,20900
Croatia (Hrvatska),1860,11600
Barbados,1960,9300
World,1730-2010,11600
World,1730-2010,20900
Guyana,1920,22200
Mauritania,1960,20900
Myanmar,1970,25800
Equatorial Guinea,1970,6500
Vanuatu,1960,22200
World,1730-2010,17200
Vietnam,1940,9300
Angola,1920,5400
Lebanon,1940,9300
World,1730-2010,12400
World,1730-2010,11600
Lithuania,1960,12400
Bermuda,1960,9300
Uganda,1960,9000
Dominica,1960,9300
Finland,1960,24100
World,1730-2010,22200
Zambia,1950,9300
Palestinian Territory Occupied,1960,11600
World,1730-2010,17200
Korea North,1970,17200
World,1730-2010,17200
World,1730-2010,22200
Andorra,1960,20900
Gambia The,1960,9300
Saint-Barthelemy,1960,43100
World,1730-2010,12400
Andorra,1960,9000
Congo,1920,25800
World,1730-2010,9300
Reunion,1920,20900
Singapore,1960,6500
Sweden,1950,24100
Faroe Islands,1960,9300
Lithuania,1960,17200
Liechtenstein,1970,12400
Gambia The,1970,11600
United Arab Emirates,1950,9300
Andorra,1960,20900
Serbia,1960,11600
Lebanon,1950,11600
Saudi Arabia,1960,9300
Ghana,1960,12400
Puerto Rico,1960,11600
Mongolia,1960,25800
Kyrgyzstan,1970,6500
El Salvador,1950,9300
France,1940,9000
Eritrea,1960,3100
Latvia,1960,11600
World,1730-2010,9000
World,1730-2010,12400
Northern Mariana Islands,1950,5400
Vanuatu,1960,22200
World,1730-2010,9300
Montserrat,1970,9000
Brazil,1970,9000
Cambodia,1920,22200
Haiti,1950,11600
Gibraltar,1890,5400
Puerto Rico,1970,5400
World,1730-2010,6500
Lebanon,1960,6500
Austria,1950,24100
Botswana,1960,9300
Marshall Islands,1950,9300
World,1730-2010,17200
World,1730-2010,17200
World,1730-2010,9300
Greece,1970,12400
World,1730-2010,11600
World,1730-2010,20900
Thailand,1870,25800
Bhutan,1960,9300
Zimbabwe,1960,6500
India,1940,20900
Faroe Islands,1940,22200
World,1730-2010,38600
Costa Rica,1960,11600
Solomon Islands,1950,12400
Guam,1940,12400
Bhutan,1970,9300
World,1730-2010,17200
Bolivia,1970,9300
Rwanda,1930,11600
Niger,1940,22200
Cote D'Ivoire (Ivory Coast),1940,9000
World,1730-2010,6500
Senegal,1880,9300
Denmark,1950,9000
Bahrain,1920,9300
World,1730-2010,5400
World,1730-2010,38600
Sierra Leone,1970,22200
Cameroon,1950,12400
Taiwan,1940,6500
Portugal,1930,11600
Trinidad And Tobago,1950,9300
Eritrea,1960,6500
World,1730-2010,9000
Egypt,1960,9300
New Zealand,1950,9000
Zimbabwe,1940,17200
Japan,1960,9300
World,1730-2010,9000
World,1730-2010,6500
Kuwait,1960,12400
Bermuda,1930,42800
World,1730-2010,22200
Reunion,1960,9000
World,1730-2010,11600
World,1730-2010,17200
Puerto Rico,1940,34400
Bosnia and Herzegovina,1960,17200
Uzbekistan,1940,12400
French Southern Territories,1960,9300
Bhutan,1960,22200
Australia,1960,9300
World,1730-2010,9000
Guadeloupe,1960,34400
Iran,1930,39500
World,1730-2010,12400
Djibouti,1960,17200
Malawi,1940,3100
Micronesia,1960,9000
Ukraine,1960,43100
Sweden,1970,6500
World,1730-2010,17200
World,1730-2010,24100
"Bonaire, Sint Eustatius and Saba",1940,12400
World,1730-2010,22200
Pitcairn Island,1950,9300
Kosovo,1960,17200
East Timor,1950,9300
World,1730-2010,9000
World,1730-2010,5400
Mali,1930,22200
Ecuador,1940,12400
World,1730-2010,5400
World,1730-2010,22200
World,1730-2010,9300
"Bonaire, Sint Eustatius and Saba",1950,9300
Uruguay,1970,20900
Suriname,1960,11600
Maldives,1970,12400
Cyprus,1920,5400
Vatican City State (Holy See),1970,9000
World,1730-2010,20900
Congo The Democratic Republic Of The,1960,11600
World,1730-2010,9000
East Timor,1960,5400
Ecuador,1960,43100
East Timor,1960,24100
Ethiopia,1960,38600
World,1730-2010,34700
World,1730-2010,9000
World,1730-2010,9300
Finland,1900,9300
Cook Islands,1960,22200
Mali,1960,9000
Palau,1960,17200
World,1730-2010,6500
Palestinian Territory Occupied,1960,3100
World,1730-2010,9300
World,1730-2010,9300
Faroe Islands,1930,9000
New Caledonia,1950,20900
Guinea-Bissau,1960,20900
World,1730-2010,9300
Albania,1930,11600
Tunisia,1890,24100
Martinique,1920,12400
Finland,1950,12400
Austria,1930,12400
Japan,1950,11600
Aruba,1960,12400
Mexico,1970,24100
World,1730-2010,6500
World,1730-2010,25800
Slovenia,1970,5400
World,1730-2010,9000
Cambodia,1970,12400
Guinea-Bissau,1950,5400
Cyprus,1940,3100
World,1730-2010,11600
Congo The Democratic Republic Of The,1970,25800
Ecuador,1960,11600
Tuvalu,1970,9300
South Sudan,1970,6500
Costa Rica,1970,25800
Mexico,1880,5400
Turkmenistan,1950,9000
Central African Republic,1970,9300
Djibouti,1960,11600
World,1730-2010,11600
Spain,1950,20900
Virgin Islands (British),1960,12400
Svalbard And Jan Mayen Islands,1920,17200
Solomon Islands,1960,9300
French Guiana,1960,3100
Tuvalu,1960,5400
Hungary,1960,3100
Zimbabwe,1960,34400
Malaysia,1940,3100
Liberia,1970,22200
Bangladesh,1950,11600
Nicaragua,1950,11600
World,1730-2010,5400
Palestinian Territory Occupied,1940,20900
Malaysia,1950,11600
Vatican City State (Holy See),1920,17200
Cape Verde,1950,22200
Korea South,1990,20900
Brazil,1940,20900
Angola,1940,12400
Serbia,1970,6500
Macau S.A.R.,1950,12400
Korea North,1940,9000
World,1730-2010,9300
Tonga,1950,24100
World,1730-2010,9000
Moldova,1940,5400
Saint-Martin (French part),1950,9300
Luxembourg,1920,34400
Kosovo,1970,6500
Panama,1900,9000
Estonia,1940,9000
World,1730-2010,5400
World,1730-2010,17200
World,1730-2010,42800
World,1730-2010,6500
San Marino,1950,9000
Greenland,1900,38600
World,1730-2010,11600
World,1730-2010,24100
World,1730-2010,20900
World,1730-2010,5400
Northern Mariana Islands,1970,9000
Azerbaijan,1940,9300
World,1730-2010,12400
Uzbekistan,1970,11600
San Marino,1940,9300
Cyprus,1940,5400
China,1950,24100
Nicaragua,1970,9300
Guinea-Bissau,1940,9000
Saint Kitts And Nevis,1960,38600
World,1730-2010,9000
World,1730-2010,6500
Maldives,1960,11600
World,1730-2010,20900
Samoa,1940,11600
Macedonia,1960,12400
Albania,1960,17200
Cote D'Ivoire (Ivory Coast),1950,3100
World,1730-2010,5400
Panama,1900,5400
Djibouti,1960,9000
Guatemala,1960,9000
Serbia,1930,3100
Botswana,1920,17200
World,1730-2010,25800
Saint-Barthelemy,1970,5400
Svalbard And Jan Mayen Islands,1950,3100
Bahamas The,1950,17200
Monaco,1960,24100
South Africa,1930,9300
Poland,1940,20900
World,1730-2010,25800
World,1730-2010,6500
Lebanon,1960,9300
Saint-Martin (French part),1930,11600
Yemen,1920,24100
World,1730-2010,5400
Iran,1920,17200
World,1730-2010,9300
Russia,1950,20900
World,1730-2010,25800
Tunisia,1890,11600
France,1930,20900
World,1730-2010,17200
Netherlands The,1930,12400
Lesotho,1930,11600
World,1730-2010,11600
World,1730-2010,20900
Serbia,1960,17200
Kosovo,1960,17200
Armenia,1960,9300
World,1730-2010,22200
Canada,1900,20900
World,1730-2010,9300
Aland Islands,1930,17200
World,1730-2010,20900
Portugal,1890,17200
Cape Verde,1960,20900
Jersey,1960,9300
Mozambique,1970,6500
Turkmenistan,1980,11600
World,1730-2010,9300
Philippines,1930,17200
World,1730-2010,17200
Georgia,1920,22200
World,1730-2010,11600
Vatican City State (Holy See),1960,9300
Cook Islands,1960,42800
World,1730-2010,20900
Egypt,1960,17200
Tanzania,1970,12400
Burundi,1970,9300
Aland Islands,1960,9300
Armenia,1930,22200
Cocos (Keeling) Islands,1930,17200
Bermuda,1960,6500
Cape Verde,1970,11600
Norfolk Island,1930,17200
Canada,1970,6500
World,1730-2010,9300
World,1730-2010,20900
World,1730-2010,12400
Djibouti,1970,11600
World,1730-2010,9300
Lesotho,1910,6500
Austria,1960,9300
Ghana,1970,6500
Brazil,1930,9000
World,1730-2010,22200
Comoros,1980,17200
Bahrain,1880,9000
Malawi,1820,9300
Curaçao,1960,5400
World,1730-2010,6500
World,1730-2010,24100
World,1730-2010,9000
Zimbabwe,1970,9300
World,1730-2010,9300
World,1730-2010,9300
World,1730-2010,9300
Kosovo,1940,25800
World,1730-2010,5400
Antigua And Barbuda,1910,9300
World,1730-2010,17200
Guyana,1970,12400
World,1730-2010,12400
World,1730-2010,12400
Montenegro,1970,9300
World,1730-2010,20900
Bulgaria,1920,9300
Burundi,1950,9300
Nauru,1950,9300
Wallis And Futuna Islands,1920,5400
World,1730-2010,9300
World,1730-2010,5400
World,1730-2010,9300
Philippines,1960,22200
Pakistan,1900,22200
Gambia The,1940,11600
