Region,BeginDate,Income ($)
Port Vila; Vanuatu; Melanesia; Oceania,1930,20900
Banjul; Gambia The; Western Africa; Africa,1964,20900
Juba; South Sudan; Middle Africa; Africa,1962,12400
Manama; Bahrain; Western Asia; Asia,1967,42800
Ouagadougou; Burkina Faso; Western Africa; Africa,1947,9300
Niamey; Niger; Western Africa; Africa,1924,25800
Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,1947,9300
Ouagadougou; Burkina Faso; Western Africa; Africa,1937,22200
Santo Domingo; Dominican Republic; Caribbean; Americas,1937,5400
Warsaw; Poland; Eastern Europe; Europe,1967,20900
Niamey; Niger; Western Africa; Africa,1941,9000
Palikir; Micronesia; Micronesia; Oceania,1943,11600
Bogota; Colombia; South America; Americas,1987,22200
San Jose; Costa Rica; Central America; Americas,1965,20900
Reykjavik; Iceland; Northern Europe; Europe,1951,24100
Santiago; Chile; South America; Americas,1956,6500
Tripolis; Libya; Northern Africa; Africa,1978,34400
Tbilisi; Georgia; Western Asia; Asia,1950,6500
Sanaa; Yemen; Western Asia; Asia,1935,6500
Lome; Togo; Western Africa; Africa,1932,9300
Canberra; Australia; Australia and New Zealand; Oceania,1935,12400
Helsinki; Finland; Northern Europe; Europe,1942,6500
Djibouti; Djibouti; Eastern Africa; Africa,1944,11600
Nuuk; Greenland; Northern America; Americas,1987,17200
Ottawa; Canada; Northern America; Americas,1959,9300
Libreville; Gabon; Middle Africa; Africa,1967,11600
Lusaka; Zambia; Eastern Africa; Africa,1964,9300
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1966,9300
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1952,11600
Windhoek; Namibia; Southern Africa; Africa,1970,9000
Singapur; Singapore; South-Eastern Asia; Asia,1968,6500
Oslo; Norway; Northern Europe; Europe,1963,6500
El-Aaiun; Western Sahara; Northern Africa; Africa,1960,9000
Pretoria; South Africa; Southern Africa; Africa,1968,12400
Bern; Switzerland; Western Europe; Europe,1958,42800
Beijing; China; Eastern Asia; Asia,1963,20900
Caracas; Venezuela; South America; Americas,1969,9300
Sanaa; Yemen; Western Asia; Asia,1941,20900
Bamako; Mali; Western Africa; Africa,1970,20900
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1957,9000
Kiev; Ukraine; Eastern Europe; Europe,1917,45500
Stanley; Falkland Islands; South America; Americas,1946,12400
Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,1959,22200
Jerusalem; Israel; Western Asia; Asia,1952,12400
Yaounde; Cameroon; Middle Africa; Africa,1944,20900
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1958,9000
Port Moresby; Papua new Guinea; Melanesia; Oceania,1959,9300
St. John's; Antigua And Barbuda; Caribbean; Americas,1985,9000
Manila; Philippines; South-Eastern Asia; Asia,1952,5400
Amsterdam; Netherlands The; Western Europe; Europe,1876,5400
Paris; France; Western Europe; Europe,1939,12400
Algiers; Algeria; Northern Africa; Africa,1878,25800
Alofi; Niue; Polynesia; Oceania,1878,17200
Beirut; Lebanon; Western Asia; Asia,1976,11600
Roseau; Dominica; Caribbean; Americas,1963,11600
Accra; Ghana; Western Africa; Africa,1872,34700
Manila; Philippines; South-Eastern Asia; Asia,1840,9300
San Jose; Costa Rica; Central America; Americas,1954,20900
Castries; Saint Lucia; Caribbean; Americas,1946,9000
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1946,12400
Georgetown; Guyana; South America; Americas,1952,12400
Brasilia; Brazil; South America; Americas,1952,24100
Fort-de-France; Martinique; Caribbean; Americas,1960,11600
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1958,9000
N'Djamena; Chad; Middle Africa; Africa,1992,6500
London; United Kingdom; Northern Europe; Europe,1889,11600
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1934,9300
Colombo; Sri Lanka; Southern Asia; Asia,1992,9300
Copenhagen; Denmark; Northern Europe; Europe,1951,9300
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1932,20900
Paris; France; Western Europe; Europe,1934,12400
Nicosia; Cyprus; Southern Europe; Europe,1956,9300
Monaco; Monaco; Western Europe; Europe,1953,12400
Doha; Qatar; Western Asia; Asia,1900,11600
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1951,9300
Palikir; Micronesia; Micronesia; Oceania,1977,5400
Guatemala City; Guatemala; Central America; Americas,1952,17200
Maputo; Mozambique; Eastern Africa; Africa,1890,34700
Nuku'alofa; Tonga; Polynesia; Oceania,1950,9000
Rome; Italy; Southern Europe; Europe,1911,3100
Juba; South Sudan; Middle Africa; Africa,1945,9300
Saipan; Northern Mariana Islands; Micronesia; Oceania,1950,9000
Grytviken; South Georgia; South America; Americas,1965,9300
New Delhi; India; Southern Asia; Asia,1955,12400
Ljubljana; Slovenia; Southern Europe; Europe,1890,9000
Saipan; Northern Mariana Islands; Micronesia; Oceania,1961,6500
Kingston; Jamaica; Caribbean; Americas,1927,25800
Mariehamn; Aland Islands; Northern Europe; Europe,1926,3100
Bucharest; Romania; Eastern Europe; Europe,1935,9300
New Delhi; India; Southern Asia; Asia,1957,6500
Dili; East Timor; South-Eastern Asia; Asia,1942,12400
Copenhagen; Denmark; Northern Europe; Europe,1950,25800
Melekeok; Palau; Micronesia; Oceania,1947,11600
Taipei; Taiwan; Eastern Asia; Asia,1950,9300
Buenos Aires; Argentina; South America; Americas,1914,9300
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1958,24100
Hamilton; Bermuda; Northern America; Americas,1937,11600
Mogadishu; Somalia; Eastern Africa; Africa,1953,3100
Riga; Latvia; Northern Europe; Europe,1963,6500
Bucharest; Romania; Eastern Europe; Europe,1938,3100
Basse-Terre; Guadeloupe; Caribbean; Americas,1867,9000
Juba; South Sudan; Middle Africa; Africa,1918,25800
Praia; Cape Verde; Western Africa; Africa,1931,22200
Juba; South Sudan; Middle Africa; Africa,1939,11600
Banjul; Gambia The; Western Africa; Africa,1951,11600
Suva; Fiji Islands; Melanesia; Oceania,1853,9300
Porto-Novo; Benin; Western Africa; Africa,1937,11600
Washington; United States; Northern America; Americas,1868,11600
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1906,12400
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1831,9300
Canberra; Australia; Australia and New Zealand; Oceania,1802,20900
Dakar; Senegal; Western Africa; Africa,1870,11600
Caracas; Venezuela; South America; Americas,1853,5400
Riyadh; Saudi Arabia; Western Asia; Asia,1833,12400
Pristina; Kosovo; Eastern Europe; Europe,1956,20900
Road Town; Virgin Islands (British); Caribbean; Americas,1961,11600
Mariehamn; Aland Islands; Northern Europe; Europe,1863,6500
Tarawa; Kiribati; Micronesia; Oceania,1942,9000
The Valley; Anguilla; Caribbean; Americas,1964,9300
Jamestown; Saint Helena; Western Africa; Africa,1957,9000
Nuku'alofa; Tonga; Polynesia; Oceania,1969,11600
Moscow; Russia; Eastern Europe; Europe,1961,17200
Jakarta; Indonesia; South-Eastern Asia; Asia,1888,5400
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1979,9300
Accra; Ghana; Western Africa; Africa,1945,24100
Cayenne; French Guiana; South America; Americas,1964,9300
Tunis; Tunisia; Northern Africa; Africa,1954,24100
Manama; Bahrain; Western Asia; Asia,1940,9000
Bamako; Mali; Western Africa; Africa,1938,12400
Asmara; Eritrea; Eastern Africa; Africa,1953,38600
Canberra; Australia; Australia and New Zealand; Oceania,1959,3100
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1954,9300
Saint-Denis; Reunion; Eastern Africa; Africa,1944,6500
Pristina; Kosovo; Eastern Europe; Europe,1857,9300
Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,1929,45500
Maputo; Mozambique; Eastern Africa; Africa,1900,6500
Copenhagen; Denmark; Northern Europe; Europe,1939,3100
Moscow; Russia; Eastern Europe; Europe,1950,9000
Abuja; Nigeria; Western Africa; Africa,1937,11600
Yerevan; Armenia; Western Asia; Asia,2012,11600
Fort-de-France; Martinique; Caribbean; Americas,1904,22200
El-Aaiun; Western Sahara; Northern Africa; Africa,1903,22200
Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,1947,12400
London; United Kingdom; Northern Europe; Europe,1956,11600
Libreville; Gabon; Middle Africa; Africa,1930,25800
Jerusalem; Israel; Western Asia; Asia,1951,9300
Reykjavik; Iceland; Northern Europe; Europe,1949,9300
Rabat; Morocco; Northern Africa; Africa,1961,6500
Reykjavik; Iceland; Northern Europe; Europe,1974,6500
Bujumbura; Burundi; Eastern Africa; Africa,1954,6500
Manila; Philippines; South-Eastern Asia; Asia,1897,11600
Ankara; Turkey; Western Asia; Asia,1927,34400
Copenhagen; Denmark; Northern Europe; Europe,1939,12400
Harare; Zimbabwe; Eastern Africa; Africa,1947,9000
Freetown; Sierra Leone; Western Africa; Africa,1937,24100
Ouagadougou; Burkina Faso; Western Africa; Africa,1905,11600
N'Djamena; Chad; Middle Africa; Africa,1953,9300
Malabo; Equatorial Guinea; Middle Africa; Africa,1921,9000
Vientiane; Laos; South-Eastern Asia; Asia,1914,9000
Seoul; Korea South; Eastern Asia; Asia,1915,12400
Vatican City; Vatican City State (Holy See); Southern Europe; Europe,1820,5400
Avarua; Cook Islands; Polynesia; Oceania,1730,9300
Saipan; Northern Mariana Islands; Micronesia; Oceania,2010,17200
Budapest; Hungary; Eastern Europe; Europe,1874,38600
Amsterdam; Netherlands The; Western Europe; Europe,1884,20900
Conakry; Guinea; Western Africa; Africa,1872,5400
Khartoum; Sudan; Northern Africa; Africa,1882,25800
Mogadishu; Somalia; Eastern Africa; Africa,1891,9300
Madrid; Spain; Southern Europe; Europe,1911,24100
Kathmandu; Nepal; Southern Asia; Asia,1930,20900
Kiev; Ukraine; Eastern Europe; Europe,1931,9300
Plymouth; Montserrat; Caribbean; Americas,1911,22200
Vilnius; Lithuania; Northern Europe; Europe,1925,24100
Dili; East Timor; South-Eastern Asia; Asia,1930,9000
Managua; Nicaragua; Central America; Americas,1796,34700
Port Louis; Mauritius; Eastern Africa; Africa,1923,24100
Pyongyang; Korea North; Eastern Asia; Asia,1838,17200
Beijing; China; Eastern Asia; Asia,1731,9300
Roseau; Dominica; Caribbean; Americas,1907,9300
Luanda; Angola; Middle Africa; Africa,1904,24100
San Salvador; El Salvador; Central America; Americas,1925,25800
Lisbon; Portugal; Southern Europe; Europe,1817,9300
Nicosia; Cyprus; Southern Europe; Europe,1908,22200
Lilongwe; Malawi; Eastern Africa; Africa,1909,9300
Tehran; Iran; Southern Asia; Asia,1957,12400
Muscat; Oman; Western Asia; Asia,1966,6500
Copenhagen; Denmark; Northern Europe; Europe,1955,38600
San Jose; Costa Rica; Central America; Americas,1922,9300
Sucre; Bolivia; South America; Americas,1940,42800
Mamoudzou; Mayotte; Eastern Africa; Africa,1962,9300
Bratislava; Slovakia; Eastern Europe; Europe,1870,11600
Yaounde; Cameroon; Middle Africa; Africa,1953,9000
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1883,6500
Praia; Cape Verde; Western Africa; Africa,1946,9300
Torshavn; Faroe Islands; Northern Europe; Europe,2016,12400
Malabo; Equatorial Guinea; Middle Africa; Africa,1940,17200
Jamestown; Saint Helena; Western Africa; Africa,1956,9300
Pristina; Kosovo; Eastern Europe; Europe,1961,43100
Copenhagen; Denmark; Northern Europe; Europe,1932,9000
Abuja; Nigeria; Western Africa; Africa,1944,9000
Bujumbura; Burundi; Eastern Africa; Africa,2015,22200
Baku; Azerbaijan; Western Asia; Asia,1834,20900
Brazzaville; Congo; Middle Africa; Africa,1953,43100
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1938,9300
Vientiane; Laos; South-Eastern Asia; Asia,1954,25800
Reykjavik; Iceland; Northern Europe; Europe,1946,22200
Bern; Switzerland; Western Europe; Europe,1958,12400
Hagatna; Guam; Micronesia; Oceania,1961,12400
Saint Helier; Jersey; Northern Europe; Europe,1910,11600
Sucre; Bolivia; South America; Americas,1886,9300
Helsinki; Finland; Northern Europe; Europe,1953,6500
Port Vila; Vanuatu; Melanesia; Oceania,1942,24100
Ljubljana; Slovenia; Southern Europe; Europe,1910,11600
"Kralendijk; Bonaire, Sint Eustatius and Saba; Caribbean; Americas",1935,11600
Singapur; Singapore; South-Eastern Asia; Asia,1824,9300
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1937,17200
Guatemala City; Guatemala; Central America; Americas,1830,22200
George Town; Cayman Islands; Caribbean; Americas,1850,9300
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1961,9300
Mexico City; Mexico; Central America; Americas,1965,20900
Ankara; Turkey; Western Asia; Asia,1955,25800
Alofi; Niue; Polynesia; Oceania,1991,20900
Vaduz; Liechtenstein; Western Europe; Europe,1963,12400
Macao; Macau S.A.R.; Eastern Asia; Asia,1940,9300
Bamako; Mali; Western Africa; Africa,1931,9300
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1934,9300
Bamako; Mali; Western Africa; Africa,1950,6500
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1966,5400
Gaborone; Botswana; Southern Africa; Africa,1958,12400
San Jose; Costa Rica; Central America; Americas,1864,22200
El-Aaiun; Western Sahara; Northern Africa; Africa,1961,9300
Mexico City; Mexico; Central America; Americas,1934,9300
Torshavn; Faroe Islands; Northern Europe; Europe,1933,20900
Yaounde; Cameroon; Middle Africa; Africa,1966,9300
New Delhi; India; Southern Asia; Asia,1932,6500
Skopje; Macedonia; Southern Europe; Europe,1810,9000
Bratislava; Slovakia; Eastern Europe; Europe,1964,9300
Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,1965,22200
Asmara; Eritrea; Eastern Africa; Africa,1965,9000
Washington; United States; Northern America; Americas,1964,11600
Kabul; Afghanistan; Southern Asia; Asia,1974,6500
Windhoek; Namibia; Southern Africa; Africa,1950,9300
Rome; Italy; Southern Europe; Europe,1938,6500
Antananarivo; Madagascar; Eastern Africa; Africa,1954,9300
Jakarta; Indonesia; South-Eastern Asia; Asia,1962,38600
Conakry; Guinea; Western Africa; Africa,1942,9000
Maputo; Mozambique; Eastern Africa; Africa,1884,5400
Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,1945,17200
Pristina; Kosovo; Eastern Europe; Europe,1935,11600
Lima; Peru; South America; Americas,1943,20900
Manama; Bahrain; Western Asia; Asia,1933,6500
Harare; Zimbabwe; Eastern Africa; Africa,1959,12400
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1916,9300
Ljubljana; Slovenia; Southern Europe; Europe,1965,6500
Tripolis; Libya; Northern Africa; Africa,1896,17200
Moroni; Comoros; Eastern Africa; Africa,1923,11600
Pyongyang; Korea North; Eastern Asia; Asia,1998,17200
Abuja; Nigeria; Western Africa; Africa,1929,42800
Malabo; Equatorial Guinea; Middle Africa; Africa,1903,22200
Suva; Fiji Islands; Melanesia; Oceania,1803,17200
Athens; Greece; Southern Europe; Europe,1942,17200
Phnom Penh; Cambodia; South-Eastern Asia; Asia,2010,20900
Yerevan; Armenia; Western Asia; Asia,1811,12400
Mogadishu; Somalia; Eastern Africa; Africa,1941,5400
Lusaka; Zambia; Eastern Africa; Africa,1835,9000
Bucharest; Romania; Eastern Europe; Europe,1947,9300
Santiago; Chile; South America; Americas,1860,25800
Brussels; Belgium; Western Europe; Europe,1917,9000
Torshavn; Faroe Islands; Northern Europe; Europe,1930,22200
Minsk; Belarus; Eastern Europe; Europe,1927,9300
San Marino; San Marino; Southern Europe; Europe,2008,9300
Reykjavik; Iceland; Northern Europe; Europe,1807,9300
Doha; Qatar; Western Asia; Asia,1814,9300
Moroni; Comoros; Eastern Africa; Africa,1987,20900
Yaounde; Cameroon; Middle Africa; Africa,1960,20900
Sao Tome; Sao Tome and Principe; Middle Africa; Africa,1951,3100
Prague; Czech Republic; Eastern Europe; Europe,1959,6500
Dushanbe; Tajikistan; Central Asia; Asia,1955,20900
Tripolis; Libya; Northern Africa; Africa,1960,9300
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1902,22200
Hamilton; Bermuda; Northern America; Americas,1810,9300
Yerevan; Armenia; Western Asia; Asia,1820,12400
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1926,24100
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1904,20900
Cairo; Egypt; Northern Africa; Africa,1920,20900
Gaborone; Botswana; Southern Africa; Africa,1952,17200
Palikir; Micronesia; Micronesia; Oceania,1940,9300
Helsinki; Finland; Northern Europe; Europe,1958,17200
Dublin; Ireland; Northern Europe; Europe,1904,5400
Banjul; Gambia The; Western Africa; Africa,1906,9000
Pristina; Kosovo; Eastern Europe; Europe,1943,22200
"Douglas, Isle of Man; Man (Isle of); Northern Europe; Europe",1885,22200
Tallinn; Estonia; Northern Europe; Europe,1925,11600
Bucharest; Romania; Eastern Europe; Europe,1948,17200
Maseru; Lesotho; Southern Africa; Africa,1954,20900
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1955,25800
Tallinn; Estonia; Northern Europe; Europe,1965,12400
Port Vila; Vanuatu; Melanesia; Oceania,1907,11600
Colombo; Sri Lanka; Southern Asia; Asia,1944,20900
Tashkent; Uzbekistan; Central Asia; Asia,1951,17200
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1965,22200
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1954,22200
Nuuk; Greenland; Northern America; Americas,1953,9300
Podgorica; Montenegro; Southern Europe; Europe,1952,11600
Manila; Philippines; South-Eastern Asia; Asia,1947,6500
Tunis; Tunisia; Northern Africa; Africa,1956,20900
Beijing; China; Eastern Asia; Asia,1922,22200
Lisbon; Portugal; Southern Europe; Europe,1963,9300
Alofi; Niue; Polynesia; Oceania,1957,9300
Cairo; Egypt; Northern Africa; Africa,1964,9300
Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,1932,6500
Oslo; Norway; Northern Europe; Europe,1959,12400
Saint Helier; Jersey; Northern Europe; Europe,1924,9000
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1931,43100
Helsinki; Finland; Northern Europe; Europe,1932,12400
Nicosia; Cyprus; Southern Europe; Europe,1957,6500
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1964,34400
Oranjestad; Aruba; Caribbean; Americas,1943,9000
Baghdad; Iraq; Western Asia; Asia,1919,6500
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1969,12400
Saipan; Northern Mariana Islands; Micronesia; Oceania,1900,6500
Maputo; Mozambique; Eastern Africa; Africa,1936,22200
Bangui; Central African Republic; Middle Africa; Africa,1962,20900
Vientiane; Laos; South-Eastern Asia; Asia,1968,34700
Tehran; Iran; Southern Asia; Asia,1952,5400
Cairo; Egypt; Northern Africa; Africa,1964,20900
Willemstad; Curaçao; Caribbean; Americas,1968,20900
Pristina; Kosovo; Eastern Europe; Europe,1940,9300
Torshavn; Faroe Islands; Northern Europe; Europe,1916,20900
Taipei; Taiwan; Eastern Asia; Asia,1904,9300
Ashgabat; Turkmenistan; Central Asia; Asia,1899,11600
Seoul; Korea South; Eastern Asia; Asia,1900,12400
Funafuti; Tuvalu; Polynesia; Oceania,1909,34700
Beijing; China; Eastern Asia; Asia,1906,9300
Grytviken; South Georgia; South America; Americas,2000,9300
Yaren; Nauru; Micronesia; Oceania,1959,9300
St. John's; Antigua And Barbuda; Caribbean; Americas,1922,9300
